complaint_id,category,amount_inr,hour_of_day,mule_hops,lead_time_minutes,nearest_cluster,station,officer,phone,lat,lng,hist_density,predicted_risk_score
NCRP-2026-10392,Impersonation / Vishing,66406,3,2,30,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.70104,77.11559,71.48,49.6
NCRP-2026-10393,Impersonation / Vishing,10818,5,2,68,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.7102,77.1244,71.49,42.5
NCRP-2026-10394,Investment / Ponzi Fraud,35710,7,1,32,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62738,77.27122,82.81,53.9
NCRP-2026-10395,UPI / QR Code Scam,168067,2,3,30,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62434,77.28666,94.23,61.5
NCRP-2026-10396,Investment / Ponzi Fraud,42700,11,1,13,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.4865,77.08518,72.28,53.0
NCRP-2026-10397,Loan App Extortion,29796,14,1,33,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49593,77.09972,63.39,48.3
NCRP-2026-10398,Loan App Extortion,53195,11,2,33,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.6395,77.26996,88.47,54.1
NCRP-2026-10399,Loan App Extortion,43869,12,3,49,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71453,77.10867,79.96,45.7
NCRP-2026-10400,Loan App Extortion,83813,23,1,16,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.65297,77.20824,79.0,59.7
NCRP-2026-10401,UPI / QR Code Scam,47034,18,2,25,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63004,77.28034,91.35,57.5
NCRP-2026-10402,Loan App Extortion,32692,10,3,38,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62381,77.10052,74.01,44.6
NCRP-2026-10403,Loan App Extortion,82734,21,1,25,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64587,77.21371,87.7,60.2
NCRP-2026-10404,UPI / QR Code Scam,24442,22,1,25,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56617,77.33143,75.62,50.4
NCRP-2026-10405,Loan App Extortion,63662,16,1,28,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63017,77.20669,78.29,54.9
NCRP-2026-10406,UPI / QR Code Scam,63894,21,2,13,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49328,77.07515,68.69,49.6
NCRP-2026-10407,UPI / QR Code Scam,56040,17,2,14,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49929,77.08888,69.93,49.0
NCRP-2026-10408,Investment / Ponzi Fraud,22098,6,2,45,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62298,77.28931,86.68,51.3
NCRP-2026-10409,Investment / Ponzi Fraud,54918,17,1,33,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62739,77.23261,81.11,52.0
NCRP-2026-10410,Loan App Extortion,98140,21,2,61,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56161,77.33004,75.17,52.2
NCRP-2026-10411,UPI / QR Code Scam,53451,4,1,34,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50239,77.09299,66.04,50.9
NCRP-2026-10412,Loan App Extortion,57128,6,2,30,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.47975,77.09646,65.64,49.2
NCRP-2026-10413,Part-Time Job / Task Fraud,21120,3,2,32,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61978,77.0769,77.54,49.5
NCRP-2026-10414,Part-Time Job / Task Fraud,168439,13,1,24,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.60973,77.10177,71.84,63.3
NCRP-2026-10415,Investment / Ponzi Fraud,82131,9,2,59,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63156,77.27239,82.23,53.4
NCRP-2026-10416,Investment / Ponzi Fraud,12625,14,3,17,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62658,77.26726,85.51,46.3
NCRP-2026-10417,Part-Time Job / Task Fraud,51737,15,1,21,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63141,77.27142,86.71,55.1
NCRP-2026-10418,Loan App Extortion,12332,10,2,39,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64723,77.28207,90.98,51.4
NCRP-2026-10419,Loan App Extortion,13993,18,1,21,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63932,77.19985,87.8,55.4
NCRP-2026-10420,Part-Time Job / Task Fraud,75218,15,1,13,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63238,77.22076,81.85,59.9
NCRP-2026-10421,Investment / Ponzi Fraud,42226,11,1,17,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.62599,77.10328,66.75,53.1
NCRP-2026-10422,Investment / Ponzi Fraud,75511,23,2,33,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.6324,77.21706,81.76,53.6
NCRP-2026-10423,Loan App Extortion,53180,18,2,20,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62707,77.22949,90.31,55.1
NCRP-2026-10424,Impersonation / Vishing,35209,13,1,36,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49839,77.08287,74.52,52.9
NCRP-2026-10425,UPI / QR Code Scam,65314,10,2,39,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49055,77.08011,68.53,48.8
NCRP-2026-10426,Loan App Extortion,22718,23,2,27,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71097,77.10667,74.36,46.4
NCRP-2026-10427,Impersonation / Vishing,36585,20,2,24,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72537,77.10814,84.77,49.3
NCRP-2026-10428,Investment / Ponzi Fraud,20090,17,2,25,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49651,77.08655,69.28,44.0
NCRP-2026-10429,UPI / QR Code Scam,59132,16,2,22,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56367,77.32551,75.79,53.1
NCRP-2026-10430,UPI / QR Code Scam,120663,1,2,35,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63223,77.28589,92.88,61.8
NCRP-2026-10431,UPI / QR Code Scam,21072,22,2,78,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56622,77.31968,72.52,43.1
NCRP-2026-10432,Impersonation / Vishing,26653,19,2,12,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61849,77.27805,93.92,53.7
NCRP-2026-10433,UPI / QR Code Scam,64387,1,3,22,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.64033,77.07596,70.74,46.7
NCRP-2026-10434,Impersonation / Vishing,131365,8,3,17,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61589,77.26883,81.23,52.1
NCRP-2026-10435,Investment / Ponzi Fraud,82591,17,1,26,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50324,77.0839,69.94,53.2
NCRP-2026-10436,UPI / QR Code Scam,78366,18,2,28,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64668,77.20912,81.1,54.9
NCRP-2026-10437,Investment / Ponzi Fraud,103580,16,2,25,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63487,77.21883,82.23,55.7
NCRP-2026-10438,Part-Time Job / Task Fraud,114167,12,3,35,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63942,77.212,84.2,55.0
NCRP-2026-10439,Investment / Ponzi Fraud,44715,23,1,17,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48612,77.09934,63.76,49.8
NCRP-2026-10440,Impersonation / Vishing,79681,7,3,46,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.63144,77.07774,69.18,43.8
NCRP-2026-10441,Loan App Extortion,24538,2,1,29,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72266,77.12391,74.4,52.4
NCRP-2026-10442,Investment / Ponzi Fraud,60536,3,2,24,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63471,77.28513,80.26,53.0
NCRP-2026-10443,Part-Time Job / Task Fraud,32547,16,1,33,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72565,77.12316,70.95,51.1
NCRP-2026-10444,Impersonation / Vishing,59898,7,2,46,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63098,77.2788,89.37,55.6
NCRP-2026-10445,Impersonation / Vishing,196026,14,2,32,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63059,77.27519,79.47,61.2
NCRP-2026-10446,Loan App Extortion,13260,21,2,49,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62864,77.26941,87.43,51.1
NCRP-2026-10447,UPI / QR Code Scam,95810,16,1,31,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56582,77.33066,80.17,58.3
NCRP-2026-10448,Investment / Ponzi Fraud,31157,8,2,51,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50155,77.08852,67.73,44.7
NCRP-2026-10449,UPI / QR Code Scam,19185,5,2,34,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.49903,77.09494,70.52,45.7
NCRP-2026-10450,Impersonation / Vishing,33486,0,2,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61298,77.27873,86.18,52.3
NCRP-2026-10451,Part-Time Job / Task Fraud,114962,17,3,32,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.72359,77.11925,74.91,52.0
NCRP-2026-10452,Investment / Ponzi Fraud,118798,16,3,32,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57808,77.32032,75.75,51.5
NCRP-2026-10453,Impersonation / Vishing,37944,22,1,17,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62079,77.21798,73.99,53.0
NCRP-2026-10454,Investment / Ponzi Fraud,30724,17,1,15,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.7257,77.11577,70.31,50.4
NCRP-2026-10455,Part-Time Job / Task Fraud,14052,18,2,19,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71735,77.12513,76.68,46.2
NCRP-2026-10456,Part-Time Job / Task Fraud,26716,14,3,82,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56949,77.3277,72.95,37.4
NCRP-2026-10457,Impersonation / Vishing,77251,19,2,24,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64307,77.21683,78.22,53.2
NCRP-2026-10458,Impersonation / Vishing,105841,4,1,22,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63761,77.28578,89.08,65.4
NCRP-2026-10459,Investment / Ponzi Fraud,17892,8,2,41,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.62209,77.2206,84.17,52.0
NCRP-2026-10460,Loan App Extortion,60481,6,2,37,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.6204,77.26844,91.7,55.4
NCRP-2026-10461,UPI / QR Code Scam,27826,11,2,16,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62549,77.27162,93.62,54.8
NCRP-2026-10462,Part-Time Job / Task Fraud,33758,17,3,55,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.61279,77.25891,83.57,45.3
NCRP-2026-10463,Impersonation / Vishing,23774,5,1,13,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63264,77.21208,82.89,54.1
NCRP-2026-10464,Impersonation / Vishing,93652,3,3,40,Janakpuri District Commercial Center,West District Cyber Police Station,Inspector Kuldeep Rawat,+91 11 2550 3322,28.61041,77.08316,68.77,47.4
NCRP-2026-10465,Loan App Extortion,19089,4,2,31,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.55968,77.32726,77.36,48.9
NCRP-2026-10466,Part-Time Job / Task Fraud,116387,8,1,12,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.50014,77.10158,67.98,55.8
NCRP-2026-10467,Investment / Ponzi Fraud,172920,17,3,11,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48045,77.08238,69.93,57.6
NCRP-2026-10468,UPI / QR Code Scam,88978,20,2,37,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56766,77.33401,69.92,50.6
NCRP-2026-10469,Investment / Ponzi Fraud,39923,6,2,15,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64375,77.26976,89.95,54.0
NCRP-2026-10470,Loan App Extortion,11361,19,1,26,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62719,77.2975,90.19,56.5
NCRP-2026-10471,Loan App Extortion,67076,11,1,42,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.51331,77.09496,63.25,51.9
NCRP-2026-10472,Loan App Extortion,106741,13,2,54,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.73116,77.11412,69.67,52.9
NCRP-2026-10473,Impersonation / Vishing,55479,18,1,81,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63846,77.2729,93.59,56.4
NCRP-2026-10474,Impersonation / Vishing,20033,2,1,33,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.6347,77.28073,95.35,55.6
NCRP-2026-10475,Part-Time Job / Task Fraud,100556,5,3,18,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.64484,77.21767,89.56,51.3
NCRP-2026-10476,Loan App Extortion,12713,16,1,33,Gurugram Cyber City Commercial Outlets,Cyber Crime Police Station East Gurugram,ACP Priyanshu Dewan,+91 124 221 1100,28.48168,77.09105,60.44,45.1
NCRP-2026-10477,Impersonation / Vishing,124313,17,2,29,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63866,77.28539,88.5,62.7
NCRP-2026-10478,Loan App Extortion,43646,7,1,35,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.7268,77.12782,72.35,51.9
NCRP-2026-10479,Part-Time Job / Task Fraud,38787,20,3,24,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.64579,77.2711,91.45,51.7
NCRP-2026-10480,Investment / Ponzi Fraud,30498,22,1,30,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71566,77.11033,72.98,49.4
NCRP-2026-10481,Loan App Extortion,57620,6,2,18,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63054,77.28108,87.49,55.2
NCRP-2026-10482,UPI / QR Code Scam,83212,9,2,52,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63168,77.20546,81.15,53.0
NCRP-2026-10483,Part-Time Job / Task Fraud,31247,17,1,19,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63951,77.21929,80.73,54.6
NCRP-2026-10484,Investment / Ponzi Fraud,26745,3,3,15,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57646,77.34799,82.03,49.2
NCRP-2026-10485,Investment / Ponzi Fraud,12893,7,1,14,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63564,77.21493,82.7,53.4
NCRP-2026-10486,Loan App Extortion,46153,11,3,31,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63304,77.22586,88.68,49.4
NCRP-2026-10487,Impersonation / Vishing,52861,15,1,42,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63408,77.27886,90.52,57.3
NCRP-2026-10488,Investment / Ponzi Fraud,17037,17,3,79,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.7179,77.12117,73.86,39.6
NCRP-2026-10489,Impersonation / Vishing,42137,10,2,11,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63608,77.21106,80.7,50.5
NCRP-2026-10490,UPI / QR Code Scam,37713,15,3,12,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63547,77.27171,84.4,48.1
NCRP-2026-10491,Part-Time Job / Task Fraud,98470,4,4,24,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.56915,77.33208,72.7,48.8
NCRP-2026-10492,Part-Time Job / Task Fraud,30186,23,2,17,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63059,77.21847,75.51,49.7
NCRP-2026-10493,UPI / QR Code Scam,38504,20,1,51,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.6412,77.21275,78.89,52.9
NCRP-2026-10494,Investment / Ponzi Fraud,139055,19,1,14,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.62394,77.26932,87.61,66.4
NCRP-2026-10495,UPI / QR Code Scam,18228,16,1,39,Laxmi Nagar / Shakarpur Hub,East Delhi Cyber Police Station,Inspector Vikramaditya Sharma,+91 11 2244 5566,28.63806,77.27896,81.51,51.0
NCRP-2026-10496,Part-Time Job / Task Fraud,32963,7,1,51,Rohini Sector 10 District Hub,North-West District Cyber Cell,Inspector Devendra Hooda,+91 11 2705 4433,28.71365,77.11549,75.19,50.4
NCRP-2026-10497,Part-Time Job / Task Fraud,40521,11,2,43,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57385,77.32849,82.32,50.0
NCRP-2026-10498,Loan App Extortion,36992,11,1,31,Noida Sector 18 Commercial Hub,Noida Cyber Police Station (Sec 108),DSP Sunil Kumar,+91 120 256 7890,28.57149,77.32002,83.05,54.8
NCRP-2026-10499,Loan App Extortion,101458,18,1,23,Connaught Place Financial Circle,New Delhi District Cyber Cell,ACP Rajesh Verma,+91 11 2374 8899,28.63207,77.1963,81.01,58.6
